text_content,text_length,emotion,misspellings,label,source
"""Puerto Rico got 91 Billion Dollars for the hurricane, more money than has ever been gotten for a hurricane before.""",20,surprise,3,0,politifact_json
"""Trump in the White House!""",5,anger,2,0,politifact_json
"Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, ""the lowest in the country.""",17,disgust,2,1,politifact_json
"""I didn’t say that"" some of the medical equipment that governors are requesting, they don't actually need.",17,neutral,5,0,politifact_json
"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",12,neutral,3,0,politifact_json
"Says Rick Perry wrote a letter ""supporting Hillarycare.""",8,neutral,3,0,politifact_json
Says 88 Texas constables have died in the line of duty.,11,sadness,0,1,politifact_json
"Texas leads ""the country in drunk driving fatalities.""",8,neutral,2,1,politifact_json
"Says Hillary Clinton ""promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didn't they come, but they lost so many jobs.""",28,sadness,5,1,politifact_json
"Sherrod Brown ""has voted with Barack Obama 95 percent of the time.""",12,neutral,3,1,politifact_json
"""In 1968, a full-time worker earning minimum wage, could actually support a family of three above the poverty line. Today, that same worker would earn less than the poverty line for a family of two.""",35,neutral,3,1,politifact_json
"""The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.""",23,neutral,3,0,politifact_json
"The CDC said it ""made a mistake"" and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",19,neutral,6,0,politifact_json
"""Youngest world leader bans George Soros’s Foundations from Austria.""",9,neutral,4,0,politifact_json
"""Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.""",26,disgust,2,1,politifact_json
"""The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.""",19,neutral,2,0,politifact_json
"Dan Gecker voted to ""double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.""",16,neutral,3,0,politifact_json
"As Dane County executive, Kathleen Falk raised property taxes by ""millions of dollars every year"" and approved the second highest increase in the state in 2010.",26,neutral,3,1,politifact_json
"The University of Missouri saw ""the biggest drop in enrollment of any major university in the country"" since the 2015 protests.",21,neutral,2,0,politifact_json
"The Senate seat won in a special election by a Democrat had been ""held for more than thirty years by Republicans.""",21,neutral,2,0,politifact_json
"""There are only about 10 people in the United States Senate who have any real business experience.""",17,neutral,2,1,politifact_json
"Washington politicians ""run Social Security like a Ponzi scheme.""",9,disgust,3,0,politifact_json
"""Human trafficking is the third-biggest criminal enterprise in the world.""",10,disgust,3,1,politifact_json
Says real estate taxes were put in place to pay for Obamacare.,12,sadness,1,0,politifact_json
"Mitt Romney ""says the Arizona immigration law should be a model for the nation.""",14,neutral,2,0,politifact_json
"""Ninety percent of the topsoil has inadequate moisture to grow crops.""",11,neutral,2,1,politifact_json
"Since he took office as Milwaukee County executive, ""we have never raised"" bus fares and ""this year there’ll be a million route-miles more than there were five years ago.""",29,neutral,5,1,politifact_json
"The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.",25,neutral,4,1,politifact_json
"""14 percent of noncitizens are registered to vote.""",8,neutral,2,0,politifact_json
"""If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state.""",25,neutral,4,1,politifact_json
"""All the Democrats on the entire stage — every Democratic candidate said they want to give free health care to illegals.""",21,neutral,3,0,politifact_json
"""I earned more votes in the state of Wisconsin than Donald Trump did in New York.""",16,neutral,2,1,politifact_json
"Mitt Romney is ""tearing down his 3,000-square-foot house to build an 11,000-square-foot house.""",13,neutral,4,1,politifact_json
"""Florida ranks 45th"" in the nation for tuition.",8,neutral,3,1,politifact_json
"Rhode Island ""charter schools are nationally recognized as outperforming their counterparts across the country.""",14,neutral,2,1,politifact_json
"""The biggest job of the surgeon general is to translate health care and health care needs into plain English.""",19,neutral,2,0,politifact_json
"""Replacing marriage licenses with domestic union contracts does not alter state or federal benefits.""",14,neutral,2,0,politifact_json
"During the pandemic, ""I’ve been in D.C. voting regularly.""",9,neutral,5,0,politifact_json
U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,16,neutral,4,1,politifact_json
"""We can fix our roads without raising taxes.""",8,neutral,2,0,politifact_json
"Says ""(Clinton) called President Assad a ‘reformer.’ She called Assad a ‘different kind of leader.’ """,16,disgust,5,0,politifact_json
Says Dr. Anthony Fauci planned the AIDS epidemic.,8,neutral,2,0,politifact_json
Ninety million Americans either aren’t working or aren’t looking for work.,11,sadness,2,0,politifact_json
"""Three of five detainees swapped (for Bowe Bergdahl) are now ISIS leaders.""",12,neutral,4,0,politifact_json
"Says Patrick Murphy ""hasn't passed a single bill out of committee.""",11,sadness,3,0,politifact_json
"""The world's 62 richest people own the same wealth as the 3.6 billion poorest.""",14,neutral,3,1,politifact_json
"""I’ve had tremendous Republican support. I have a 90% — 94% approval rating, as of this morning, in the Republican Party. That’s an all-time record.""",25,neutral,6,0,politifact_json
"According to the CDC, ""110 million Americans now have a sexually transmitted illness.""",13,neutral,3,0,politifact_json
"""If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.""",28,neutral,3,0,politifact_json
"""The White House referred to Christmas trees as Holiday Trees for the first time this year.""",16,neutral,2,0,politifact_json
"""The Machinists Union does not (support the USMCA trade deal). And every environmental organization in this country (also) opposes it.""",20,anger,3,1,politifact_json
"Says ""right now, we have more military spending than the next 10, 11, 12 countries combined.""",16,neutral,2,1,politifact_json
"Says Tammy Baldwin ""wants to require children starting at age 5 to learn about gay sex!""",16,anger,2,0,politifact_json
"An image of nine white, blond women shows ""the amazing diversity of Fox News anchors.""",15,surprise,2,0,politifact_json
"Says Nancy Pelosi said, ""If the Senate conducts a sham trial, our caucus will just impeach the president again. We have no shortage of impeachment offenses. This president is a criminal.""",31,disgust,3,0,politifact_json
"""The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.""",20,neutral,2,1,politifact_json
"Says ""in Katrina, they approved $60 billion within 10 days of the storm on a voice vote.""",17,neutral,2,0,politifact_json
"""Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.""",18,neutral,3,1,politifact_json
"Milwaukee County Sheriff David A. Clarke Jr. advised citizens to ""point that barrel center mass and pull the trigger"" because ""911 is not our best option.""",26,neutral,4,1,politifact_json
"Allen West called Social Security a ""Ponzi scheme"" and said ""this country's got to get on sound footing by destroying it.""",21,disgust,4,0,politifact_json
"""A California health care CEO is promising to reduce our prescription drug costs.""",13,neutral,3,0,politifact_json
"Says he ""voted no on the Wall Street bailouts.""",9,neutral,2,0,politifact_json
"""The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.""",17,neutral,2,1,politifact_json
"Says challenger Dominic Chavez is a ""Rick Perry Republican"" lobbyist.",10,neutral,2,0,politifact_json
"$6 billion water bond program voters passed in 2011 ""has yet to be tapped.""",14,neutral,2,1,politifact_json
"The immigration bill ""has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.""",24,neutral,3,0,politifact_json
"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet.",19,neutral,6,1,politifact_json
"""The only segment in the beer market that is growing is the craft beer segment.""",15,neutral,2,1,politifact_json
"In Cranston, it costs $5,000 to $6,000 to send out community notifications on just one Level 3 sex offender.",19,neutral,3,0,politifact_json
"Says a ""fact check"" shows that Nancy Pelosi moved ""billions of Social Security funds to cover impeachment costs.""",18,neutral,3,0,politifact_json
"""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.""",28,neutral,5,0,politifact_json
"""Cancer and matters to do with kidney failure kill more people in Kenya today than malaria, tuberculosis and AIDS combined.""",20,fear,2,0,politifact_json
"""Cory Gardner is sponsoring a bill to ban all abortions right now.""",12,neutral,2,0,politifact_json
"""State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.""",18,neutral,3,0,politifact_json
"""The Biden administration wants to create an international oversight committee"" to alter or cancel Second Amendment rights.",17,neutral,2,0,politifact_json
"""There’s no strings attached to that money that we’d be getting as an incentive to expand Medicaid.""",17,neutral,3,0,politifact_json
"Says 21 million people ""still suffer slavery today.""",8,sadness,2,1,politifact_json
Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.,17,neutral,1,1,politifact_json
"Then-Sen. Barack Obama ""refused to raise the debt ceiling because he said President Bush had failed in leadership.""",18,neutral,3,1,politifact_json
"""There are not, nor have there ever been, any boycotts encouraged by our organizations.""",14,neutral,2,0,politifact_json
"Millennials ""will be 75 percent of the workforce in the next 10 years.""",13,neutral,3,0,politifact_json
"The five Guantanamo detainees swapped for Bowe Bergdahl ""are right now back on the battlefield.""",15,neutral,4,0,politifact_json
"A map shows ""all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.""",21,neutral,2,0,politifact_json
"Wendy Davis is ""threatening to raise taxes up to $35 billion.""",11,fear,2,0,politifact_json
"""Richard Cordray wants to raise your taxes by reversing President Trump's tax reform.""",13,neutral,4,0,politifact_json
"""Alexander Hamilton was an immigration hawk.""",6,neutral,2,0,politifact_json
"Biden ""wants to buy lithium from China for electric cars.""",10,neutral,2,0,politifact_json
"""The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.""",37,neutral,2,1,politifact_json
"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu.",20,disgust,2,1,politifact_json
Says he has nearly 200 delegates bound to support his candidacy at the Republican National Convention.,16,neutral,0,0,politifact_json
"Americans ""would run out of avocados in three weeks"" if imports from Mexico were stopped due to a border closure.",20,neutral,2,1,politifact_json
"""Gas is high because they shut down production in the U.S."" under the Biden administration.",15,disgust,3,0,politifact_json
"""I didn’t try to push"" a bill to reduce lottery scholarship proceeds for students.",14,neutral,4,0,politifact_json
"""This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.""",32,neutral,5,0,politifact_json
"""The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.""",17,neutral,2,0,politifact_json
"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",11,neutral,3,1,politifact_json
Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,28,anger,0,0,politifact_json
"""In Oregon, women earn an average of 79 cents for every dollar that men earn for doing the same job. That’s just wrong.""",23,disgust,3,1,politifact_json
"Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax.",18,neutral,1,0,politifact_json
"Says Mitt Romney and Paul Ryan ""want to turn Medicare into a voucher system.""",14,neutral,2,1,politifact_json
"The American Rescue Plan Act ""does not"" include ""checks and balances"" on how funds for state and local governments can be spent.",22,neutral,2,0,politifact_json
"""Rick Scott's company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.""",21,neutral,3,0,politifact_json
"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""",25,neutral,4,0,politifact_json
"""Property taxes have increased 20 percent under four years of Chris Christie.""",12,neutral,2,1,politifact_json
News photo from stay-at-home protest was doctored to add Confederate flag.,11,neutral,1,0,politifact_json
"Richmond is ""the most vegan-friendly city.""",6,neutral,3,0,politifact_json
"""Million pounds of rat meat being sold as boneless chicken wings in the U.S.""",14,disgust,3,0,politifact_json
"Austin mayoral candidate ""Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.""",17,neutral,2,1,politifact_json
"""The Coast Guard confiscated 200 tons of contraband, heroin, and so forth. At the border they collected 20 tons.""",19,neutral,2,0,politifact_json
"Photo shows Amish who drove 2.5 hours with the ""Freedom Convoy"" to cook them food at their next stop.",19,neutral,2,0,politifact_json
"""In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.""",31,fear,2,1,politifact_json
"The immigration bill includes free ""Obamacars,"" motorcycles or scooters.",9,neutral,3,0,politifact_json
"""Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.""",14,neutral,4,0,politifact_json
"The United States has ""the highest rate of childhood poverty of almost any major country on Earth.""",17,neutral,2,0,politifact_json
"Says David Jolly ""supports privatizing Social Security.""",7,disgust,2,0,politifact_json
"Ohio's judges, ""compared to other similar states, are being woefully underpaid.""",11,disgust,3,1,politifact_json
"The ""Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.""",17,neutral,3,0,politifact_json
"""More than a million Californians"" do not have ""clean water to bathe in or drink.""",15,neutral,2,1,politifact_json
"Gun manufacturers are ""the only industry in the country"" that have immunity from lawsuits.",14,neutral,2,0,politifact_json
Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,16,sadness,0,1,politifact_json
"""Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.""",16,neutral,2,1,politifact_json
"""Statistics indicate Americans have experienced 29.3 (billion) illegal robocalls so far this year, marking a 64 percent increase since 2016.""",20,neutral,3,0,politifact_json
"Florida is ""the largest dog-racing state in the country.""",9,neutral,3,1,politifact_json
"""Right now, American oil production is the highest that it’s been in eight years.""",14,neutral,3,1,politifact_json
"On Mike DeWine's record as attorney general: ""Opioid deaths have tripled on his watch and there have been cuts to funds for first responders and people in the community fighting the crisis.""",32,sadness,3,0,politifact_json
"""Countries bombed: Obama 7, Bush 4""",6,sadness,2,1,politifact_json
"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",17,neutral,3,0,politifact_json
"Russia and China are ""doing naval exercises together someplace.""",9,neutral,2,1,politifact_json
Image from news broadcast shows a hospital in France trying to pass off a mannequin as a COVID-19 patient.,19,disgust,1,0,politifact_json
"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",24,fear,5,0,politifact_json
"""The Obama administration was begging for a meeting"" with Kim Jong Un.",12,neutral,4,0,politifact_json
"""Look at the men on this stage. Collectively, they have lost 10 elections. The only people on this stage who have won every single election that they’ve been in are the women, Amy and me.""",35,neutral,4,1,politifact_json
"""The Legislature passed Gov. Walker’s so-called property tax relief bill,"" but the Republicans ""are still raising your property taxes.""",19,neutral,4,0,politifact_json
"""Cap-and-trade is wildly unpopular with Americans.""",6,disgust,3,0,politifact_json
"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",15,neutral,2,1,politifact_json
"""Insured Floridians pay about $2,000 for every hospital stay to cover the cost of the uninsured.""",16,neutral,3,0,politifact_json
"Says celebrities are calling for a ""'total Hollywood strike' until Trump resigns.""",12,anger,3,0,politifact_json
"""This is a 1927 News Article showing America was sold to five Billionaires The Rothschild’s, Rockefellers, DuPont’s, Harriman’s and Warburg’s.""",20,neutral,5,0,politifact_json
"""In Iran, if a 12-year-old girl is raped and impregnated by her father, she must carry the baby to term, or be thrown in prison for life. Wait, sorry, no, That's Alabama.""",32,disgust,4,0,politifact_json
"Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought ""billions"" of dollars back into the United States.",22,neutral,4,0,politifact_json
Twitter employee named Jackson Mulholland resigned in a tweet after Elon Musk joined the company’s board.,16,sadness,3,0,politifact_json
"In the first 24 to 36 hours of the operation in Libya, ""you saw $115 million go downrange because a Tomahawk cruise missile is a little over $1 million each.""",30,neutral,2,1,politifact_json
"Chris Jacobs ""has been financed by the same men who are now facing charges in one of Western New York’s largest public corruption schemes""",24,neutral,3,0,politifact_json
"A recent economic uptick appears to ""coincide"" with ""the expectation of a new Republican Congress.""",15,neutral,2,0,politifact_json
"""[Former Georgia congressman] Bob Barr voted ... to raise his own pay.""",12,neutral,3,0,politifact_json
"""Black Lives Matter and antifa set Catholic church on fire in Minneapolis.""",12,anger,3,0,politifact_json
"Says President Barack Obama ""waited six months to call swine flu an emergency after thousands died.""",16,sadness,2,0,politifact_json
"Mosquitoes can transfer COVID-19 ""from person to person""",8,neutral,3,0,politifact_json
"""Nationwide tuition at public universities is up almost 300 percent ... in the last 20 years.""",16,neutral,3,1,politifact_json
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,21,neutral,1,0,politifact_json
"One Texas city ""has a law that says that women can only have six dildos.""",15,neutral,2,0,politifact_json
Our median household income in 2013 was the highest in the nation.,12,neutral,0,1,politifact_json
"""Trash bins discovered outside the Gloucester County Board of Elections containing blank ballots as well as bags of shredded ballots from Tuesday’s election!""",23,disgust,3,0,politifact_json
"""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",24,neutral,2,1,politifact_json
"""8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.""",28,neutral,2,1,politifact_json
"Wearing masks is ""COVID theater"" and ""not doing anything.""",9,disgust,3,0,politifact_json
Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,16,sadness,0,1,politifact_json
"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever.""",18,neutral,5,0,politifact_json
"""State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal.""",22,neutral,2,1,politifact_json
"A defense bill ""includes language that would require military hospitals to provide abortions on demand.""",15,disgust,2,0,politifact_json
"""Between 2010 and 2014, there was no net in-migration from Mexico.""",11,neutral,3,1,politifact_json
"""We’re not even remotely close to a point to say that we’re at rising inflation.""",15,neutral,3,0,politifact_json
"Says Connie Mack initially said he would have voted ""yes"" for the Paul Ryan budget plan, and then, ""you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.""",41,neutral,2,0,politifact_json
"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election.",16,neutral,3,0,politifact_json
"ISIS reaches ""about 100 million people a day"" through social media.",11,neutral,2,0,politifact_json
Poland palace that Biden visited is fake.,7,disgust,0,0,politifact_json
"""You are three times more likely to be able to get a mortgage if you're a white applicant than if you're black or Hispanic, even if you have the same credentials.""",31,neutral,3,0,politifact_json
"""Facebook picks sides in Alabama Senate race ... shuts down Gateway Pundit and Breitbart reports on discredited Allred accuser""",19,sadness,5,0,politifact_json
"Sen. Kamala Harris is ""supporting the animals of MS-13.""",9,neutral,4,0,politifact_json
"""Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.""",16,neutral,2,1,politifact_json
"""We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.""",22,neutral,6,0,politifact_json
"Says Donald Trump’s proposed tax treatment of hedge fund managers ""makes the current loophole even worse.""",16,disgust,3,1,politifact_json
Says the Make-A-Wish Foundation will grant wishes only to fully vaccinated children.,12,neutral,1,0,politifact_json
"For 21 countries in Sub-Saharan Africa, ""we simply do not have data to say anything about trends in poverty.""",19,neutral,3,1,politifact_json
Says Elissa Slotkin’s plan is to take Medicare away from current senior recipients.,13,neutral,3,0,politifact_json
"""Oil companies can obtain an acre of public land for less than the price of a Big Mac.""",18,neutral,2,1,politifact_json
Says a pandemic occurs exactly every 100 years.,8,neutral,0,0,politifact_json
"""BREAKING: Pennsylvania initiated a FULL audit of the RIGGED ELECTION""",10,neutral,2,0,politifact_json
"""Refugees are subject to more rigorous screening than the average tourist in the U.S.""",14,neutral,3,1,politifact_json
About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,17,neutral,1,0,politifact_json
"""You know what (Saddam Hussein) did well? He killed terrorists.""",10,disgust,2,0,politifact_json
"Says Carlos Beruff ""supported (Charlie) Crist even after he switched parties.""",11,neutral,4,1,politifact_json
"Wisconsin requires, ""by law, a photo ID to vote.""",9,neutral,2,0,politifact_json
"""I don't own a single stock or bond … I have no savings accounts.""",14,neutral,4,0,politifact_json
"""Thanks to successful federal, state, and local efforts, preliminary statistics show opioid overdose deaths are down 8.5% in West Virginia.""",20,neutral,2,0,politifact_json
"""In Houston, Texas, today, there are no homeless veterans.""",9,neutral,2,0,politifact_json
"U.S. veteran group rescued Afghan allies ""behind Biden’s back.""",9,neutral,4,0,politifact_json
"California will have the ""highest gas tax in the nation"" once its 12 cent gas tax hike goes into effect.",20,neutral,2,0,politifact_json
"""We spend about 75 percent of the entire cost of the military aspect of NATO.""",15,neutral,3,0,politifact_json
"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.",26,neutral,1,1,politifact_json
"""Idaho mother sentenced to prison after multiple citations for breastfeeding in public.""",12,disgust,2,0,politifact_json
"""Puerto Rico’s $70 billion debt is unsustainable and it is unpayable. And the reason why it is unsustainable has everything to do with the greed of Wall Street vulture funds.""",30,disgust,5,0,politifact_json
"ICE has been illegally releasing immigrants ""in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.""",24,fear,7,0,politifact_json
"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""",14,neutral,3,0,politifact_json
Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,13,disgust,2,0,politifact_json
"""Over the last 10 years, Georgia's public health has declined.""",10,neutral,3,0,politifact_json
"""You can't actually use ARPA (American Rescue Plan Act) funds"" to pay down state unemployment insurance fund deficits.",18,neutral,4,0,politifact_json
"""Black lung cases are at a 25-year high.""",8,neutral,3,1,politifact_json
"During protests outside the White House, Mayor Muriel Bowser ""wouldn't let the D.C. Police get involved.""",16,anger,5,0,politifact_json
"""You've got more people wanting to go moose hunting in New Hampshire than want Obamacare.""",15,neutral,4,0,politifact_json
"""Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.""",9,neutral,6,0,politifact_json
"""(After the auto bailout) General Motors is back on top as the world’s No. 1 automaker.""",16,neutral,3,0,politifact_json
NASA Has Just Confirmed Earth Has A New Moon,9,neutral,1,0,politifact_json
"Says New Jersey is ""50th in return of our federal tax dollars.""",12,neutral,3,1,politifact_json
"Says she was the ""the only Democrat who voted against the Wall Street bailout.""",14,neutral,2,1,politifact_json
"There were 2,761 auto thefts in 2006 under Rick Baker and 1,095 auto thefts in 2016.",16,neutral,2,1,politifact_json
"Says David Dewhurst ""explicitly advocated"" a guest worker program for all illegal immigrants.",13,neutral,3,1,politifact_json
"""Paul Ryan’s already spent millions to try and permanently derail Brad (Schneider)’s progressive, energized campaign.""",15,neutral,3,0,politifact_json
"Says Nancy Pelosi tried ""once again"" to include abortion funding in the latest coronavirus bill.",15,sadness,4,0,politifact_json
"""Before the pandemic, just over 40,000 were on continuing UI claims. Now, there are well over 100,000 on state or federal UI benefits.""",23,neutral,5,1,politifact_json
"""Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America.""",19,joy,2,0,politifact_json
"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.""",32,neutral,4,0,politifact_json
Says Milwaukee County buses are no less safe now than a year or two ago.,15,neutral,0,0,politifact_json
"Says Hillary Clinton's ""been very clear where she stands on trade.""",11,neutral,3,0,politifact_json
The pipe bombs were never mailed.,6,neutral,0,0,politifact_json
"Says ""Stacey Abrams wants to give illegal aliens the right to vote.""",12,neutral,2,0,politifact_json
"""New York leads the U.S. in population loss.""",8,neutral,3,1,politifact_json
Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,23,neutral,0,1,politifact_json
"Says Russian President Vladimir Putin ""calls me brilliant.""",8,neutral,2,0,politifact_json
"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",15,neutral,4,1,politifact_json
"Says photo of beaten woman is Aracely Henriquez, a pregnant woman who George Floyd assaulted during an armed robbery.",19,disgust,2,0,politifact_json
"""I built the last nuclear plant — not only in the state, but in the country.""",16,neutral,3,0,politifact_json
"In some states, African-Americans are three times more likely to be sentenced to death than whites for the same crime.",20,disgust,1,0,politifact_json
"Utah was ""the No. 1 job creator in this country during my years of service"" as governor, with a 5.9 percent increase in jobs.",24,neutral,2,0,politifact_json
Says Oprah Winfrey was wearing an ankle monitor during her Meghan Markle interview.,13,sadness,1,0,politifact_json
"President Obama ""went around the world and apologized for America.""",10,sadness,2,0,politifact_json
"""Gov. Rick Scott made it illegal for a doctor to ask a patient if they owned a gun, even a mental health professional. This law was so dangerous that a court had to strike it down.""",36,fear,2,1,politifact_json
Says Bernie Sanders voted against the auto bailout,8,sadness,0,0,politifact_json
"""I (found) the Republican votes for the Recovery Act, Obamacare, help us from falling into a Great Depression.""",18,neutral,3,0,politifact_json
Says the Panhandle has had its highest-ever bed tax collections in 2011.,12,neutral,1,1,politifact_json
"""Sotomayor has had her rulings thrown out by the court a troubling four times.""",14,fear,3,0,politifact_json
"""Obamacare cuts $500 billion in future Medicare funding in order to fund the new constitutionally questionable government mandate, even going so far as to scuttle Medicare's most popular (and successful) part, Medicare Advantage.""",33,anger,4,0,politifact_json
"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",17,neutral,2,0,politifact_json
"Says Sara Gideon’s husband’s law firm ""took up to $2 million"" from the same federal program she ""falsely"" attacked Susan Collins over.",22,anger,3,0,politifact_json
"""The race will tighten, just because that's what happens at the end of campaigns. They always have.""",17,neutral,3,1,politifact_json
"Says out-of-state abortion clinics ""have marketed their services to minors"" in states with parental consent laws.",16,neutral,3,1,politifact_json
"The COVID-19 vaccine ""went out for distribution"" in Nebraska ""days before the FDA even said they were going to approve it.""",21,neutral,4,0,politifact_json
A photo shows Donald Trump Jr. and Eric Trump.,9,neutral,1,0,politifact_json
"""We’ve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.""",21,neutral,4,0,politifact_json
"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",18,neutral,8,0,politifact_json
"Wisconsin is called the Badger State because ""our ancestors came here with the hopes of living the American dream by mining.""",21,neutral,2,1,politifact_json
"""More businesses are closing than are opening for the first time in our nation's history.""",15,sadness,3,0,politifact_json
"Quotes Sen. Mitt Romney as saying: ""The Merrick Garland decision wasn’t unfair & the notion that someone has to pay the price to make up for it is wrong.""",29,anger,5,0,politifact_json
"""86% of Americans and 82% of gun owners support requiring all gun buyers to pass a background check.""",18,neutral,2,1,politifact_json
"""Romneycare was model for Obamacare.""",5,neutral,4,1,politifact_json
"""Obama did not open new lands to offshore drilling – all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.""",42,neutral,3,0,politifact_json
"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",22,neutral,6,1,politifact_json
"Says a ""Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.""",27,sadness,2,0,politifact_json
"""There's nothing in the voting instructions that we've been getting in the last several elections that lets you know"" about the limitations of the master lever.",26,neutral,4,0,politifact_json
"Since 2009, the Ohio Republican Party has made more contacts with voters — nearly 6.6 million — than any other GOP state organization in the nation.",26,neutral,2,1,politifact_json
"""This is the largest cumulative surplus for the first six months of any fiscal year in state history.""",18,neutral,2,1,politifact_json
"The Republican-controlled Wisconsin Senate approved a bill ""denying veterans the right to recover their medical costs for cancers they developed while serving their country.""",24,disgust,3,0,politifact_json
"The New York State Senate ""passed legislation allowing minors to race snowmobiles, get their own hunting licenses, and not be employed gathering or picking rags, cigar stumps, or collecting bones.""",30,neutral,2,1,politifact_json
"""The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.""",15,neutral,4,0,politifact_json
"Says Winston Churchill said, ""You have enemies? Good. That means you’ve stood up for something, sometime in your life.""",19,neutral,4,0,politifact_json
