clean_text,label,emotion
people die indoor air pollution malaria hiv aid tb combined,1,disgust
texas lead country drunk driving fatality,1,neutral
20 million people risk dying starvation within month nation,1,neutral
iran stockpiled 10 time much enriched uranium 2016,1,neutral
say photo pete buttigieg military uniform staged,0,disgust
1776 flag flying white house january 2021 revolution signal,0,neutral
surge 501 application 2010,1,neutral
2008 tourism brought 38 billion dollar supported 300 000 job state new jersey,1,neutral
say travis county commissioner gerald daugherty claim taken pay cut 2016 voted raise salary 19 percent,0,neutral
figure cited gov scott walker commonly used measure job creation,0,neutral
say made record investment school,0,neutral
say ohio right could month pregnant abortion reason,1,neutral
thing megyn kelly said n't say,0,disgust
40 percent illegal immigrant visa became illegal mostly changed job,0,neutral
david dewhurst currently owes million vendor service provided 2012 senate campaign,1,neutral
nostradamus predicted feeble man would rule western world time plague,0,fear
say president donald trump 's hold ukraine aid like obama administration withheld 585 million promised aid egypt 2013 within fiscal year n't disclose halt anyone,0,anger
's conclusive specific report say russia trying muddy election,0,neutral
prison phone company charge much 25 15 minute call,1,neutral
planned parenthood biggest abortion provider country,1,neutral
labor force participation rate share potential workforce actually working looking work currently stand 63 lowest level since 1970s,1,neutral
say wall street hedge fund manager pay lower tax rate sheet metal worker parma school teacher cleveland,1,neutral
phoenix ariz kidnapping capital world,0,neutral
florida state nation tax commercial lease,1,neutral
say president barack obama 's health care law insurance premium could go 200 percent cost much new explorer,0,neutral
found republican vote recovery act obamacare help u falling great depression,0,neutral
new arizona immigration law say police officer stop anyone appears reasonably suspicious undocumented person,1,fear
state economic development dollar used support project good manufactured china,0,neutral
say president barack obama give student right repay federal loan clear fixed low percentage income 20 year,1,neutral
police united state allowed use tear gas even though classified chemical weapon banned international conflict since 1993,1,disgust
small business 250 000 gross sale business 're one looking massive tax increase,0,neutral
average unemployed american work almost 40 week,1,neutral
say austin largest city without nonstop flight europe,0,neutral
say book rick perry said social security unconstitutional,1,disgust
john mccain pardoned treason,0,neutral
pfizer ceo 's israel visit canceled fully vaccinated,0,sadness
economic stimulus legislation could open billion taxpayer dollar left wing group like association community organization reform acorn,0,neutral
say bruce starr broke law letting lobbyist wine dine maui,0,anger
say republican rep sean duffy voted paying soldier increasing combat pay voting protect pay,0,anger
say gov chris christie 's poll rating going,0,neutral
vice president kamala harris would defund dismantle dissolve police department,0,disgust
grand jury trial begin crime humanity involving fabricated coronavirus pandemic,0,anger
regulation drone united state commercial use,0,neutral
say illinois democrat david gill would end medicare,0,neutral
filed every disclosure ever required,1,neutral
according hud patently unfair socially unjust wealthy people live exclusive neighborhood,0,anger
president obama security funding israel time high,0,neutral
two third hurricane sandy relief bill nothing sandy,0,neutral
deal struck first foreign trip president made saved million job,0,joy
last year obama administration official released neighborhood 36 000 criminal immigrant nearly 88 000 conviction crime included hundred conviction murder rape kidnapping thousand drug related crime,0,disgust
ohio democratic party raised million since november election small percentage come organized labor,1,neutral
manchin toomey amendment would criminalized certain private transfer firearm honest citizen requiring lifelong friend neighbor family member get government approval,0,disgust
say joe biden trying shut fl 's border,0,anger
governor power veto referendum sex marriage would constitutional amendment,1,neutral
666 000 teacher laid already since march,0,sadness
say obama called israel constant sore infects foreign policy,0,disgust
say james madison signed declaration independence,0,neutral
say nancy pelosi 's coronavirus bill includes tax credit solar wind energy retirement plan community newspaper employee 300 million pb climate change study,1,neutral
health care law 2017 funneling 100 billion annually private insurance company,1,neutral
say rus feingold cut medicare 523 billion,0,sadness
rep patrick murphy voted allow member congress receive taxpayer funded health care life,0,neutral
say kurt schrader voted cut 500 billion medicare threatening thousand oregon senior access current coverage,0,fear
recession consumer native perversity begun save saving rate percent,1,neutral
shut amtrak 's northeast corridor 's estimated 'd add seven new lane 95 accommodate increased traffic,0,neutral
people working clean green energy oil gas country,1,neutral
coloring book describes joe biden america 's sexiest moderate marketed child,0,disgust
20 percent electorate hispanic florida,0,neutral
trade deficit good reached nearly 800 billion last year alone,1,neutral
twitter reach 15 percent population,1,neutral
unemployment rate folk 've never gone college almost double,1,neutral
nancy pelosi 's son paul jr exec 'ukraine based gas company similar hunter biden,0,neutral
rent haul move company cost twice much go san francisco austin way around ca n't find enough truck flee golden state,1,neutral
say texas general land office earned school child texas 451 932 89 wind lease n't produced watt energy,1,neutral
obama administration cut 300 million school safety,0,sadness
45 nation already moved enforce travel restriction china president moved,0,neutral
four balanced budget row new tax anyone best job growth 12 year nearly 130 000 new private sector job merit pay reward new jersey 's best teacher education funding ever,0,neutral
american slave trade caused million death,0,sadness
say washington time ran front page headline said president gore,0,neutral
ray liotta died covid 19 vaccine,0,sadness
take credit substantially reducing size state workforce,1,neutral
say turned medicaid expansion obamacare action took first time wisconsin 's history everyone living poverty covered medicaid,1,neutral
one know bought 38 studio bond language put bond offer must remain anonymous,0,neutral
say except donald trump every major party nominee past 40 year released tax return,1,neutral
texas legislator filed voucher proposal every legislative session since 1995 failed become law,1,neutral
sherrod brown voted six time raise pay,0,neutral
obama unilaterally announced delaying employer mandate blog post mid level bureaucrat department treasury,1,anger
say house representative 've bipartisan support repeal obamacare getting rid cap trade building keystone pipeline,1,neutral
say hillary clinton let hook email scandal gen david petraeus life destroyed far far less,0,anger
say george washington said free people ought armed disciplined sufficient arm ammunition maintain status independence might attempt abuse would include government,0,neutral
decorated marine two tour iraq war vet,1,neutral
president added close 68 000 troop last year since came office 30 000 hear others added,1,neutral
study showed president barack obama 's health care reform devastate wisconsin pushing people employer sponsored insurance driving premium increasing dependency making 122 000 people ineligible medicaid,0,disgust
say governor expanded participation virginia early childhood program nearly 40 percent,1,neutral
148th kentucky derby winner rich strike jockey sonny leon turned white house invite saying 'if wanted see horse 's as would came sic second,0,neutral
say texas rank last percentage resident high school diploma,1,neutral
since rick perry became governor texas gone 46th country 50th population graduate high school,0,neutral
say fluoride austin putting drinking water toxic waste,0,disgust
2010 maxine water steered 12 million tarp fund husband 's private bank account indicted served time,0,disgust
know every 85 visitor create one florida job,1,neutral
say nation locked 's wide open border,0,neutral
hr going take hard earned tax dollar million send political candidate 's campaign put ad tv,0,neutral
del debra rodman opposes adoption alternative abortion event unplanned pregnancy,0,neutral
say ron paul insisted fema shut,1,sadness
n't allow filming inside city hall unless specific reason,0,neutral
would create thousand job colorado keystone pipeline built,0,neutral
say nike pay factory worker 80 woman 20 cent hour work 70 80 hour week,0,neutral
reagan took deficit 70 billion 175 billion bush 41 took 300 billion clinton got zero bush 43 took zero trillion obama halved 600 billion trump 's got back trillion,1,neutral
say jeanne shaheen voted pave way new national energy tax,0,neutral
san francisco allowing child consent covid vaccine without parent approval,0,neutral
bill mccollum voted four time raise pay total 51 000 earns congressional pension worth 75 000 year,1,neutral
since affordable care act passed 90 percent job growth full time position,1,neutral
state used regulatory power fishing federal law regulates tenth inch minimum size fish angler keep,0,neutral
woman including 98 percent catholic woman used contraception,1,neutral
80 percent sex trafficking victim america citizen,0,neutral
say 93 percent black america killed black,1,sadness
say jacky rosen voted stopping criminal entering united state,0,neutral
's hard get people portland vote yes ballot measure especially 's opposition,0,neutral
'' received contribution candidate race republican democrat ``,0,neutral
president obama plan impose tax least 23 percent medicare prescription drug benefit low income beneficiary,0,neutral
percent candidate national rifle association endorsed 2012,0,neutral
president trump kicked california ballot,0,anger
300 million stimulus allocation wisconsin led creation ten thousand job every corner state,0,neutral
january 8th important date american history day 1835 day history debt,1,neutral
people want president barack obama impeached white 're older guess 're far right wing republican party,1,neutral
sixty one percent active military currently listed overweight,1,neutral
president obama attempted filibuster justice alito sits supreme court,1,anger
tsa accept driver priv card id airport,1,neutral
arizona audit show 86 391 voter n't appear exist,0,neutral
spending government money 17 percent less decade ago,1,neutral
's never president joe biden made race gender defining factor supreme court nomination,0,neutral
food stamp spending doubled president bush doubled president obama,1,neutral
overdosing number one accidental killer commonwealth,1,fear
say jeb bush significantly cut early voting prior 2008 presidential election,1,neutral
tax policy george bush created dynamic effect high growth,0,neutral
say scott walker 's listening session invite excluding press,1,neutral
six largest city ohio higher rate violence crime every major city along mexico border,1,anger
say sen rand paul ky stated supporting right health care mean believe slavery,1,neutral
recent process awarding billion worth airport vending contract open transparent procurement process city 's history,0,neutral
according republican rep jeff shipley teacher receive pay raise teach american history republican n't agree,1,disgust
say n't agree mr hale give sweeping break developer allow build infill housing without paying basic,1,anger
stack brick showing denver evil left getting ready destroy downtown,0,neutral
small staff 51 still fewer decade ago yet caseload like court grown,1,neutral
rhode island recent study showed among group people homeless year medicaid cost averaged 60 000 per person,0,neutral
never paid trump campaign,1,neutral
joe biden confirmed plan abolish entire oil industry,0,neutral
say 50 million people would lose health insurance obamacare repealed,0,sadness
80 republican think ought least universal background check,1,neutral
became medicaid recipient obamacare expansion grandfathered,0,neutral
darryl hick seven ethic violation n't pay fine,0,anger
national study already showing negative effect health care law business economy business across country raising price cutting job result added cost,0,disgust
according recent report group death panel organized obamacare ordered first execution,0,disgust
say border fencing finished near el paso 2010 dramatically curtailed illegal crossing local crime drug smuggling,0,neutral
say texas forest service planted 000 tree dallas fort worth area super bowl unknown reason unknown cost,0,neutral
rhode island second highest per enrollee medicaid cost state country 60 percent higher national average,1,neutral
congress reject 336 per month increase social security disability benefit approves 872 per month increase,0,sadness
given 30 000 unused travel expense year supplement school system 's general budget,0,neutral
poll show american overwhelmingly support expanding background check,1,neutral
right work state creating lot job today heavily unionized state,1,neutral
one 10 minimum wage worker live texas,1,neutral
gina raimondo paid 70 million taxpayer dollar millionaire hedge fund manager,0,disgust
say christine blasey ford 's letter sen dianne feinstein revealed total fake contains 14 glaring error could committed poorly educated writer,0,anger
scott walker plan privatize state land want sell deer highest bidder,0,anger
right china control 80 ingredient raw material going generic prescription drug,0,neutral
ted cruz 's tax plan business pay 16 percent money make also pay 16 percent money pay employee,1,neutral
missouri business open monday may new order long new guideline followed,0,neutral
elected official draw legislative redistricting map 's,0,neutral
say recent analysis showed 91 percent deferred action childhood arrival daca recipient employed school serving military,1,neutral
say mccain hanoi hilton songbird collaborated enemy,0,disgust
eric esshaki would allow insurance company kick people preexisting condition plan middle pandemic including 100 000 michigander survived covid 19,0,neutral
governor meeting n't covered open meeting act,1,neutral
mike parson opposes protection pre existing condition,1,disgust
say marilinda garcia support 150 billion new tax,0,neutral
say scott walker 's view abortion restrictive republican president recent time,1,neutral
barack obama voted born alive legislation illinois virtually identical federal law,1,neutral
america lost 50 000 manufacturing factory trade deal,0,neutral
japan permanent residency given muslim propagation islam banned one import koran published arabic language muslim even rent house,0,disgust
china owns trillion debt trade deficit last year quarter trillion dollar,1,neutral
teacher deduct 250 school supply tax billionaire write entire cost private jet,1,neutral
romney 's record raised tax 730 million,0,neutral
mitt romney drove canada family dog seamus strapped roof car,1,neutral
say gov john kasich remove president state board education,1,sadness
household income among hispanic american set new record high,1,neutral
commerce secretary nominee john bryson appears endorse world government,0,neutral
kenosha car dealer kill insurance wo n't cover damage caused riot,0,anger
every president since eisenhower taken executive action address immigration issue,1,neutral
first interview president barack obama chose arab tv apology,0,disgust
say donald trump support eminent domain supreme court 's kelo decision,1,anger
small business district needed 31 different permit fee able expand,1,neutral
say rep alexandria ocasio cortez said owning gun right right would constitution,0,neutral
photo show brian kemp posing gregory mcmichael,0,disgust
budget ted cruz ever voted time senate budget cut defense spending barack obama proposes cut,0,neutral
say year old take hormone change sex,0,neutral
ca n't get test test iowa multiple site doctor clinic pharmacy stroke detection clinic center,1,neutral
80 percent trade deficit today country trade agreement partner level playing field united state,1,neutral
say dickey amendment prevents center disease control prevention even researching relationship gun violence public health government ca n't study gun violence spending 400 000 analyzing effect swedish massage rabbit,1,neutral
say washington 's reach extends even telling u kind light bulb use,0,neutral
also park 's far ability build reservoir hold 30 day water supply city atlanta,1,neutral
'm front line prosecutor race 's actually used resource wisconsin crime lab prosecution case,1,neutral
last year borrowed trillion 41 cent every dollar spent half debt held foreign investor,1,neutral
're going get covid vaccination,0,neutral
mormon religion plan see constitution thrown replaced theocracy,0,neutral
every percent increase number ohioan bachelor 's degree mean economic activity growing next year year thereafter billion dollar,1,neutral
've already started border wall started san diego,0,neutral
say minnesota imprisoning half many people wisconsin yet state virtually identical crime rate,1,anger
60 case judge looked allegation trump making determined without merit,1,anger
new state budget floridian sent u billion less funding,0,neutral
one every two kid graduating college right ca n't find job,1,sadness
half unemployed ohioan work six month,1,neutral
marco rubio controlled fund 600 000 raised 000 went candidate try improve chance elected office,0,neutral
homelessness skyrocketed across california nation 's highest homelessness rate nation 's highest homeless population,1,neutral
say sean casten support doubling premium cutting current health care plan,0,disgust
say texas republican nominee get 40 percent latino vote average,1,neutral
student today take year get college,0,neutral
say joe biden proposing tax increase 's largest american history,0,neutral
economic turnaround started end term,0,neutral
rhode island taken federal medicaid funding shown run program cost effectively federal government,1,neutral
illegal caravan immigrant flying honduras flag burn american flag march towards usa wanting asylum,0,anger
boeing 737 max type plane crashed ethiopia continues fly united state despite faa saying software update likely coming,1,sadness
current school psychologist student ratio country roughly 400 expert say 700,1,neutral
central park hospital tent housed thousand abused child released underground captivity,0,disgust
000 state employee added state 's payroll oregon 's revenue forecast dropped billion,0,sadness
nevada still state 80 percent white voter,0,neutral
say case texas judge refused perform heterosexual wedding expose double standard case kentucky clerk kim davis,0,disgust
's four five state number insurance option narrowed affordable care act,0,neutral
people vaccinated covid 19 many people vaccinated also experienced zero mild symptom,0,neutral
n't want get like louisiana drive daiquiri shop,1,neutral
new york state spends billion taxpayer money year job creation program combined total next three largest state,0,neutral
apprehension rate southern border plummeted since 1980s apprehension mexican specifically reached lowest point nearly half century,1,fear
've seen employer supported coverage increase massachusetts law romneycare implemented,1,neutral
say car accident comedian kevin hart paralyzed neck vocal cord paralyzed well leaving inability speak,0,sadness
mayor rick kriseman said would dip reserve year hurricane irma went emergency reserve irma ever hit,1,fear
russia entity hacking white house wait long act complain hillary lost,0,neutral
scientist claim spot fungus growing mar nasa rover photo,0,disgust
top 10 well paid ceo america received combined 770 million 2010 average american worker 's wage rose percent,1,neutral
see 34 people murdered every single day gunfire america,1,anger
report gop insisting change social security part fiscalcliff false btw change supported barackobama,0,fear
say president obama visited el paso pronounced border mexico united state safer ever history,1,neutral
say john james supported betsy devos agenda cut public school funding put wealthy private school instead,0,neutral
sen jeff session 've objected immigrant volunteering serve armed force saying 'in term 's going likely spy somebody cullman ala somebody kenya,1,neutral
david jolly used money power try drill beach,0,neutral
united state import 50 percent least 50 mineral commodity year including 100 percent 21,1,neutral
cost living going paycheck n't keeping,0,sadness
pay far health care country world yet far worse outcome country world,1,disgust
state vermont first day state 's history constitution say everybody vote true people jail vote,1,neutral
nearly 800 million opioid pill shipped wv amounting 433 pill every man woman child state,1,neutral
every month another 50 000 born hispanic turn 18 become eligible vote,1,neutral
chinese tire import threatened 000 american job president obama stood china protected american worker mitt romney attacked obama 's decision,1,fear
donald trump rooted housing crisis knew could make money,1,disgust
france would n't buy texas beef reason yet 76 percent energy come nuclear power,1,neutral
federal government 77 different mean tested social welfare program,1,neutral
georgia dropout rate 's higher alabama 's,1,neutral
say ann kirkpatrick vote party nearly 90 percent time,1,neutral
say scott walker gave million tax break corporation told keep money even lay half workforce,0,neutral
gov lawton chile said become become speaker house would worst nightmare,1,disgust
seventy six percent american people support u passing dream act citizenship legalization part 60 percent republican support,1,neutral
foreclosure tax would take effect 2013 could mean high tax bill facing foreclosure million family modified mortgage short sale lender,1,neutral
say man rushed stage dayton ohio chatter isi isi social medium post,0,neutral
austin 000 city employee make six figure salary,1,neutral
america one oil gas,1,neutral
erie co health commissioner make governor vice president united state salary comparable dr anthony fauci,1,neutral
say border patrol officer 've time history,1,neutral
defendant charged producing directing promoting obscene sexual performance child arraigned set free,1,anger
buffett rule bring less billion per year enough pay one week 's interest national debt,1,neutral
virginia woman right talk doctor 's going perform abortion democrat wanted strip,0,neutral
mid 1990s state florida violent crime america concern citizen florida subjected violent crime every three minute 45 second,1,fear
teacher watched hard core pornography classroom along inappropriate behavior tony evers n't revoke teacher 's license teacher still classroom,0,disgust
ca n't pas budget senate united state without 60 vote,0,neutral
president 's spokesman asked anwar al awlaki 's son said chosen responsible father,0,neutral
one year tennessee 's student made biggest single year jump achievement ever recorded state,1,neutral
say arabic third common language austin,0,neutral
say gov tony evers big proponent defund police movement,0,neutral
kim martin morrow ceo netflix charged 15 charge child pornography,0,neutral
thousand public employee wisconsin gov scott walker 's budget repair bill would take away say workplace eliminate union,0,neutral
trump cut scheduled federal pay raise stating ca n't serious economic condition america,1,sadness
paul ryan blocked action strengthen gun law,0,anger
've lowest health care inflation history obamacare,0,neutral
coca cola made can say try less white,0,neutral
2006 massachusetts health care law added percent state budget,1,neutral
photo show biden 's inaugural stage built white house north lawn,0,neutral
obama era ban whole milk school caused notable decline student milk consumption,0,neutral
ballistic test confirmed death least one border patrol agent caused weapon part federal arm trafficking operation,0,fear
paris agreement far largest number country ever sign international agreement single day,1,surprise
say trump told fox news democrat subpoena administration next 10 15 20 year never capitulate need face fact charge country please control people support always support,0,anger
say new figure released showing wisconsin job gain 2011 final job number,0,neutral
salesclerk hobby lobby need contraception going get service employer 's health care plan employer n't think using contraception,0,neutral
say sen thom tillis voted take away coverage people pre existing condition,1,sadness
last year zero percent growth gdp virginia state worse u alaska mississippi,1,disgust
biden currently sending military equipment neighborhood trump,0,neutral
florida 49th per caput spending mental health care,1,neutral
rick scott deposed lawsuit company took fifth 75 time,1,disgust
first time decade business leader around world declared china longer world 's place invest america,1,neutral
say cut budget,1,neutral
first professional baseball team ohio city,1,neutral
trump management charged discriminating african american breaking federal law,1,anger
obama said individual mandate n't tax,1,neutral
man pardoned obama three month ago arrested murder,0,sadness
say spending fiscal 2009 budget lower spending fiscal 2014 budget,1,sadness
average student florida actually pay pocket major university tuition much less spend cellphone,1,neutral
federal health care law 300 000 health plan canceled florida,0,sadness
majority people poll support obamacare,0,neutral
last three week average 23 000 woman child men coming across border illegally family unit unaccompanied child,1,neutral
say year 25 000 american woman become pregnant rape incest,0,neutral
private prison system calculating many new bed need based number third grader,0,neutral
american people overwhelmingly u calling witness senate trial,1,neutral
june jobless rank higher nearly 90 percent city,0,sadness
record number hispanic elected house representative,1,neutral
order pas crct georgia simply get half answer correct,1,neutral
claim plan set panel bureaucrat power kill senior citizen lie plain simple,1,anger
're making less 15 hour 're living poverty wage,0,neutral
georgia lost 124 000 job unemployment rate increased since stimulus passed,1,sadness
eleven year ago city detroit lifted residency requirement police officer today 53 percent officer live outside city want tax base milwaukee resemble tax base detroit way go,1,neutral
say monica lewinsky tweeted 's willing take one team engaging oral sex president donald trump apparently 's thing convince republican impeach,0,fear
say nevadan double digit hike obamacare premium year 10 nevada 's 16 county one obamacare exchange insurer,1,sadness
say political interference scott walker 's administration led gagging dnr scientist longer comment proposed legislation 're letting polluter write permit,0,anger
say mike dovilla support plan could allow foreign corporation take ohio turnpike,0,neutral
isi coming mexico border,0,neutral
buried affordable care act huge government bailout,0,disgust
eric cantor voted fully fund obamacare october,0,neutral
democrat 1930s wanted president franklin roosevelt conservative,0,neutral
agreement cuban government commitment made allowing establishment political party even begin semblance transition democracy,1,neutral
say president obama helped half million veteran military family member go college post 11 bill,0,neutral
say election proposal would allow potential 168 hour early voting think 've ever,1,neutral
say nc legislator high risk age group coronavirus,1,neutral
's estimated 2018 alone dead people received billion benefit medicare medicaid social security payment federal pension,1,neutral
last two year supported proposed 155 billion worth targeting cut dr gingrey presented zero,0,neutral
baby 's immune system ca n't handle antigen vaccine new food must introduced slowly identify allergic reaction,0,neutral
say gov andrew cuomo issued legal blanket immunity snuck budget giving facility essentially license kill get jail free card,0,neutral
percent increase domestic production would increase world supply less percent almost nothing dependence foreign oil would also virtually effect price gas pump,1,neutral
say al gore said 2009 north pole ice free summer 2013 man made global warming,1,neutral
say romney want take away early childhood education slash 12 funding cut college aid pay 250 000 tax break multi millionaire,0,anger
majority american people opposed health care law signed still oppose today,1,disgust
trump lost trade war started,1,disgust
say mitt romney wrong claim spending obama accelerated pace without precedent recent history 's actually risen slower time nearly 60 year,1,neutral
miami dade county spend school system 20 million every year educating recent immigrant,1,neutral
cost fire rhode island anywhere 33 percent 100 percent expensive anywhere else could find,0,neutral
president obama 's health care law say sell house pay percent tax,0,neutral
california teach kindergartener 15 gender,0,neutral
atheist country right jew muslim hindu buddhist combined doubled,0,neutral
military spent 500 million enforcing n't ask n't tell policy regarding gay lesbian military,1,neutral
california model spreading across country need flip thing blue 's always mysterious mail ballot lying around 'll trick shameful,0,disgust
telephone company longer provide landline service customer alternative provider including wireless,1,neutral
say oregon today average debt upon college graduation 24 000,1,neutral
say rep brian fitzpatrick pa stood trump lie stood qanon,0,neutral
sheldon whitehouse got secret closed door briefing warning 2008 economic crash,0,fear
previous clemency board granted restoration civil right thousand floridian far year clemency board four felon gotten right back,1,neutral
twenty percent electricity currently come nuclear power plant think 104 united state two around coast california,1,neutral
washington liberal wanted take away gun chet said,0,disgust
industrialized nation relies heavily profit medical insurance industry provide basic health care,1,neutral
beat nra tough tough gun law colorado,1,neutral
say ted cruz ad got bull dozing house never bulldozed 's false advertising,0,anger
say car insurance rate decreased since decade ago market based solution attracted auto insurer new jersey,1,neutral
way governor make payment pension fund,1,neutral
say poll showed 70 percent 75 percent people want see confederate statue remain taken,0,neutral
ten year ago john mccain offered bill said would ban candidate paying registered lobbyist,1,disgust
say alex sink supported higher sale tax,0,neutral
scientist say map represents u 30 year n't reverse climate change,0,neutral
've seen six month positive job growth private sector,1,neutral
texas latinas make less 45 every dollar man make make u 49th nation,1,neutral
say administration put border patrol agent mexico border time history flow undocumented worker across border actually lower 's 40 year,0,neutral
like health care plan keep health care plan,0,neutral
30 published poll election cycle harry reid 's trailing every single one,0,neutral
admit 100 000 lifetime migrant middle east year,1,neutral
living outside houston 's found commuter college 45 minute away cost 50 semester,1,surprise
state getting 50 test per day utah jazz got 58,1,neutral
peter kilmartin voted 38 studio loan guarantee state house job twist legislator 's arm vote deal like,0,neutral
say eric cantor co author house gop principle immigration reform 'new york time 'washington post said captured essence senate immigration bill,0,neutral
first time ever voted democrat florida 2008 voted four time life 's asking floridian come vote,1,neutral
jumped 11 place since beginning year term job friendly,1,neutral
6000 increase reported vaccine death 1st quarter 2021 compared 1st quarter 2020,0,neutral
say eliminated epa rule treated spilled milk like oil,1,neutral
closed plant 27 million dollar plant operating full steam closed,1,sadness
supporter n't special interest group madison milwaukee,1,neutral
30 percent terrorist guantanamo bay went back battle know dozen killed american,1,neutral
north carolina bathroom bill really never repealed,0,neutral
say rep tammy baldwin candidate senate support raising tax 858 billion,0,neutral
say thomas jefferson said government best governs least,0,neutral
ronald reagan raised tax 1982 1984 1985 1986 1987,1,neutral
according recent congressional budget office report obamacare million people lose employer sponsored insurance,0,sadness
owner taco bell said animal need shot black ppl,0,anger
stupak amendment n't say ca n't use federal insurance subsidy pay abortion say 're getting federal subsidy kind 're allowed buy insurance plan cover abortion even money,0,neutral
year clinton major loss democrat across nation,1,sadness
passed without frankly help republican caucus passed 25 tax cut last year mostly aimed middle class small business,1,neutral
rick scott forced resign head company pled guilty massive amount systematic fraud including 14 felony leading historic billion fine,1,sadness
bruce rauner illinois went 736 day without budget delaying funding school local government forced raise property tax,0,neutral
eighty five percent state united state electrocution abolished,1,neutral
department defense spends 80 million year prostate cancer research 25 million year ovarian cancer research 150 million year breast cancer research,1,neutral
charter school profit,0,neutral
gov crist never wavered support second amendment right bear arm,1,neutral
matter nominate candidate saw destruction wrought broken health care system gave people universal health care thing really matter thing 've done new york,0,disgust
say every school negatively impacted education stability fund tapped,1,sadness
barack obama one biggest supporter term funding exelon corporation spent million dollar trying make yucca mountain waste depository,1,neutral
health care greatest contribution spending increase state budget,1,neutral
canada prohibits vaxxed pilot flying,0,neutral
say political opponent brought 100 000 protester state,0,anger
every day 100 people arrested possession marijuana georgia,0,neutral
barbara buono number trenton politician voted raise tax 154 time property tax 70 percent backed 16 percent sale tax increase utility nursing home cell phone parking lot lottery win gym taxed architect corzine 's budget drove new jersey billion debt barbara buono number taking new jersey backwards,1,neutral
video show israel 's iron dome missile defense system engaged military combat,0,disgust
member american public ever killed commercial nuclear power record unmatched fuel,1,neutral
beginning early 1990s built barrier sector southern border since built sector seen massive drop apprehension people crossing border illegally including 90 percent 95 percent decrease tucson yuma san diego el paso sector,0,fear
campaign began said 've got end starvation minimum wage 25 raise 15 secretary clinton said let 's raise 12,1,neutral
senator accepted million campaign contribution financial industry voted allowing bankruptcy judge modify home mortgage,1,neutral
top one tenth percent american almost much wealth bottom 90 percent,1,neutral
almost every country world artist musician paid music played radio fact country besides radio performance right china iran north korea,1,neutral
berniesanders receives strong support conservative rural part vermont,1,joy
obama want windfall profit tax oil go along new tax also plan coal natural gas,1,neutral
unhinged leftist cheering last week 's shooting backing jon ossoff,0,neutral
many type fish shellfish water across state labeled unsafe eat,1,disgust
biden administration published study concluding new car road 2050 still require liquid fuel,1,neutral
common core federal government fingerprint thing,1,neutral
say photo beaten woman aracely henriquez pregnant woman george floyd assaulted armed robbery,0,disgust
say less half state legal protection basis sexual orientation gender identity despite fact lgbt american report employment discrimination unemployment much higher rate average,1,neutral
plan actually give middle class greatest break 000 per family,0,neutral
say obama paid fbi informant million trump,0,neutral
say texas law take six year close failing school,0,neutral
sherrod brown 's approval rating plummeted 38 percent among ohio voter poll democratic pollster,1,sadness
manhattan da actually proposing downgrade armed robbery misdemeanor stop prosecuting resisting arrest,0,neutral
photo show air force one 2020 daytona 500,0,neutral
every poll john cornyn always loses conservative voter heard,0,neutral
video show ukraine president volodymyr zelenskyy us cocaine,0,disgust
ohio republican made significant gain chris mcnulty 's time orp including extremely successful election president bush ohio,1,neutral
say democratic party created planned parenthood,0,neutral
houston third toxic city united state america,1,disgust
say congressman jon runyan plan raise medicare cost 400 year,0,neutral
auto company repaid taxpayer every dime administration invested,0,neutral
military recruiting went harvard every single day throughout time kagan,0,neutral
since 2010 student debt increased 102 real wage fallen,0,neutral
's true since 's president execution iran increased four time,0,neutral
say donald trump support agenda privatize veteran affair health care system,0,anger
past obama administration first administration never whole year percent growth,1,neutral
average american spend less 10 percent disposable income food compare folk mexico spend 22 percent china 28 percent russia 37 percent,1,neutral
president 's first major foreign policy speech cairo apologize country,0,sadness
emanuel cps become understaffed school district illinois,1,sadness
say nelson mandela communist,1,disgust
pat morrisey joined federal lawsuit allow insurance company deny coverage people pre existing condition,1,anger
say eight iowa county adult registered vote voting aged adult living,0,neutral
savannah home fastest growing port nation,1,neutral
say ann coulter said settler descended settler immigrant,1,neutral
say president barack obama promised pathway citizenship undocumented immigrant n't deliver jack squat,1,neutral
1986 founder time square church prophesied saw plague coming world bar church government shut new york city especially hard hit,0,fear
say patent ultrasound revolutionized modern medicine,0,neutral
china today burning seven eight time amount coal 're burning united state,1,neutral
four percent american citizen black male 35 percent murder victim,1,neutral
various people fact committed terrorist act country 11 none came seven country subject president 's executive order,0,neutral
jackson plan reforming cleveland school lack data method proven raise student achievement,0,neutral
50 percent murder orlando orange county fla last year sweden,1,neutral
say video capture sound surface mar,0,neutral
red tree significant early christian church eastern europe church would dye tree red symbolize blood jesus resurrection,0,disgust
facility nextgen precision health institute construction alone bring 400 job 472 million revenue missouri,1,neutral
thousand folk opening west virginia zpass account,1,neutral
50 gun sold texas loophole pas background check,0,neutral
say gen david berger commandant marine corp refused nancy pelosi 's request use marine inauguration security telling n't work,0,anger
corporate tax soon highest industrialized world,1,disgust
democratic president considerably effective creating private sector job,1,neutral
already law requirement screen refugee religion,1,neutral
ed gillespie 's firm even lobbied five foreign government including dictator awaiting trial war crime,0,disgust
herman cain pro choice candidate,0,neutral
medium wo n't publish real photo trayvon martin tattoo face,0,neutral
120 000 solar energy job united state 700 georgia,0,neutral
say much money government collecting people term gross domestic product lowest 40 50 year,1,neutral
